,user_id,user_name,user_screen_name,user_profile_image_url,tweet_id,tweet_full_text,tweet_favorite_count,tweet_created_at
91,43625869,ブシェ彦,Buscehiko,http://pbs.twimg.com/profile_images/745277588793266176/dZIW59za.jpg,1426695086172033025,SNSって以前は「リアルでは言えないことも言える場」なとこが大きかったと思うけど、気がついたら「SNSで言ったら大変なことになるので対面でしか言えない」みたいなことの方が増えてきた気がするな。人のコミュニケーションにおけるSNSの比率が高まったからってのもあると思うけど。,34,2021-08-15 08:59:49
89,77209896,稲塚 春@ハルにゃんをよろしく,Inatsuka,http://pbs.twimg.com/profile_images/971049853311528961/wo77czqE.jpg,1426695087392579584,"ついったーの検索設定、センシティブ表示設定が仕事してない気がするんだよね……
（表示するに設定してても検索ではセンシティブに設定された画像は出ない",0,2021-08-15 08:59:50
10,83282115,A.K,xi17,http://pbs.twimg.com/profile_images/536869084176994304/8kHYkQdW.jpeg,1426695123400757248,"@hanzo0629 それならよかた。
意外なところまで影響出たねぇ。",0,2021-08-15 08:59:58
39,87649469,ぴょん,yumiyon,http://pbs.twimg.com/profile_images/378800000311749575/679a1b2d3777462b9ff3c0e47da76f37.png,1426695111346327552,@tomitoms44 完全にレボってた🍣,0,2021-08-15 08:59:55
19,89953683,たくてぃー,tactieey,http://pbs.twimg.com/profile_images/1161453583037956096/M48oe8-e.jpg,1426695121433612288,"今回のプリキュアはゲスト声優回と言っていいのだろうか
パンサー向井である必要性なかったからな…",0,2021-08-15 08:59:58
53,99311676,㌣🍀よつば🍀Chittiii_Caps@48日連続出勤期間中(T0T),SOiCHiRO_Hakuba,http://pbs.twimg.com/profile_images/1396584154184130563/-vKhy7qU.jpg,1426695105642065924,@kanchan_020 よかった(^_^),1,2021-08-15 08:59:54
24,123276498,ぱくむそぴっぴむくぱそ('ε'*),mukupaso,http://pbs.twimg.com/profile_images/1372521352486215682/ErdFItH0.jpg,1426695118895992834,趣味の園芸の氷川きよしのやつを見たら中身も面白かったけど、氷川きよしがただのおばちゃんでさらに面白かったw,1,2021-08-15 08:59:57
23,128529432,ゆう,bluestar_35,http://pbs.twimg.com/profile_images/1403690892205068292/_Fyd1ez_.jpg,1426695118963150848,シューイチ見てて良かったー！！ #シューイチ　#BEFIRST,2,2021-08-15 08:59:57
25,170213195,こぶ平@QC検定1級,KOBU00,http://pbs.twimg.com/profile_images/545450322672377856/F_2KufSp.jpeg,1426695118606635011,@tamaki721 良かった良かった。,1,2021-08-15 08:59:57
37,189480113,malt@アンソロ原稿中,MaltAlvis,http://pbs.twimg.com/profile_images/1418865300477554689/c154rEJy.jpg,1426695113367982084,トロプリ、ローラの加入時期が割と早かったので6人目来る可能性も高いんだよね。今のところ生徒会長が追加戦士説濃厚だけどどうだろう。,0,2021-08-15 08:59:56
