,user_id,user_name,user_screen_name,user_profile_image_url,tweet_id,tweet_full_text,tweet_favorite_count,tweet_created_at
67,58434938,本田篤嗣（Master Honda）,atsushi_h,http://pbs.twimg.com/profile_images/674115216544686081/P0_WSF8-.jpg,1424883184307642385,"『時代遅れの教育をどう未来に進めていけるのか？』ホンダアツシ独演会vol.12 #子育て #教育 #山口県 #学校 #教師 

https://t.co/g6Hyk9uzTt",0,2021-08-10 08:59:58
11,67580815,tkmrｱｷｺ＠ヤバい病気で余生満喫中。,akipi_tkmr,http://pbs.twimg.com/profile_images/1371997738271862786/vZ_YoAL2.jpg,1424883188229316619,お昼は冷たい出汁のおうどんにしようかな…ということは、先に出汁作って冷蔵庫で冷やしておくと美味いぞ！…と、相変わらず食事の事だけを考えてます。お気楽のように見えるが、必死！！,3,2021-08-10 08:59:59
42,91024322,🗣C50 ~~~{@,NishiSinjyuku,http://pbs.twimg.com/profile_images/1351461536435355655/DtPcXRkU.jpg,1424883186283159576,味の素の餃子美味しかった。個人的な好みを言うと、餃子に味がしっかりと付きすぎ。もう少し薄味にしてたれで調節って方向でお願いしたい。,0,2021-08-10 08:59:59
20,105441436,し〜😺かずお,pokochin21,http://pbs.twimg.com/profile_images/1379357899718230019/NGknkvQw.jpg,1424883187797303311,"@kouzai2007 &gt;中国の横暴を批判してる
それ、中国共産党要人へ直に批判したのですか？
アリバイ作りみたいにマスコミに記事にしてもらった感じですよね。
批判するなら要人相手に面と向かって言わないと価値ないよ",0,2021-08-10 08:59:59
18,109453968,緒方剛志,ogata_kouji,http://pbs.twimg.com/profile_images/1407630295155703808/AV0fOXf8.jpg,1424883187876995072,これを買った。 https://t.co/0WRhYY6PO5,8,2021-08-10 08:59:59
50,124365525,オキタくん,oki_ta_kun,http://pbs.twimg.com/profile_images/1399385648319000581/c3Tq56tk.jpg,1424883185561739269,BLEACHは破面篇まではちゃんと読んでたワイ将、感覚を対魔忍レベルに引き上げられながら散ったザエルアポロが出てくるって情報だけで読み切り読みたくなってくる,0,2021-08-10 08:59:59
77,151728548,♢♦︎さっちゃん®⭐︎♢♦︎,siesta115,http://pbs.twimg.com/profile_images/1692430266/tw3.jpg,1424883183707848704,"@kazuma0810 勝利とお誕生日おめでとうございます🎁🎂🎈
暑い中またハードな戦いが続きますがお体に気をつけて頑張ってください",0,2021-08-10 08:59:58
34,154029554,はるやま👔公式,HARUYAMAONLINE,http://pbs.twimg.com/profile_images/1031820564497747969/z3zLt1Gc.jpg,1424883186853584924,"@orixfan19andgi4 ごめんなさい！ハズレです…😢
期間中は毎日応募できるので、ぜひまたご参加くださいね！

アイシャツって何？？という方はこちらをチェック！
→https://t.co/kwZRsqCWPu

うまい超えのゴールドスターはこちらをチェック！
→https://t.co/rmezWDRc6Q https://t.co/k4mIVpRpCz",0,2021-08-10 08:59:59
52,156856550,Apple,ragssrarara,http://pbs.twimg.com/profile_images/1285545390574497797/FBQnqMlM.jpg,1424883185507213335,"@yuzuru_simazaki https://t.co/zelrpWvG2h

インバウンドを主目的とした時点で負けなんですよね",8,2021-08-10 08:59:59
17,187848661,らいむさわー@ｘ＋ｙ＝１１,Rimesour,http://pbs.twimg.com/profile_images/1076335987532288001/NakzEb37.jpg,1424883187897884672,"ポケットを叩くとカナブンが増える♪

ホラーかな？",0,2021-08-10 08:59:59
57,206996457,しろいの🐼,_shiro_ino_,http://pbs.twimg.com/profile_images/1339931452813627394/TRix6P4f.jpg,1424883185146470401,"やあ、「少女☆歌劇 レヴュースタァライト -The LIVE-」#1 revivalを観ているよ。Prime Videoを今すぐチェックする
https://t.co/NUHGrn8ufz

プライムビデオに#1、#2、青嵐きてる！",0,2021-08-10 08:59:59
82,252081095,いちこ,iticooo,http://pbs.twimg.com/profile_images/1302950896771366914/RzBhR8Vx.jpg,1424883183363903488,"私はモデルナ製のワクチン接種で副反応が結構あった方でした。（37℃以上が3日半続いた）ファイザー製を打とうとしたらおそらくあと1ヶ月は接種完了しないと思われる（予約が取れない）のでモデルナを打って良かったんだと思う。抗体獲得って大事。
https://t.co/nAWeIeJdBw",4,2021-08-10 08:59:58
51,252724091,抹茶な人,matsu_green_tea,http://pbs.twimg.com/profile_images/1393967952605499394/ICUlrWG5.jpg,1424883185519796233,"なんだかんだでオリンピックは楽しんでました。
パンプレットとガイドブックをオリンピックとパラリンピックの買ってきて読んでた。知らない競技の採点方式とかこんな種目あったんかいって発見があって面白い",0,2021-08-10 08:59:59
1,319419497,リヨカー,ryo2R10,http://pbs.twimg.com/profile_images/1032091987573264386/7dj29qDM.jpg,1424883189084954624,"ミッション！！

出勤前にローソンでモルカーのトートバッグをゲットする",0,2021-08-10 08:59:59
