,user_id,user_name,user_screen_name,user_profile_image_url,tweet_id,tweet_full_text,tweet_favorite_count,tweet_created_at
99,4299831,まつん,matsun,http://pbs.twimg.com/profile_images/639055242168942592/3TYy424n.jpg,1424520769124507648,"これは格好いい。Perfumeを通して見てきたMIKIKO先生の演出家としての凄さが、並べられた画像からでも感じられる。MIKIKO先生を、この""原作""に携わった人達の仕事を世界に見て欲しかった。

幻の“MIKIKOチーム版”五輪開会式を完全再現！【電子版オリジナル】 #週刊文春 https://t.co/OKHZlRGOrQ",0,2021-08-09 08:59:52
11,80554806,２５５@ようつべに動画投稿開始,nikokosan,http://pbs.twimg.com/profile_images/806265568605052928/rLfjR33k.jpg,1424520797364776960,と思ったけど別にここ数日で特にサボった日なかったな,4,2021-08-09 08:59:59
24,81470055,スジサト,suzisato,http://pbs.twimg.com/profile_images/1423850539608014855/J2kYKijk.jpg,1424520791316566018,"因子とレオとLJLで忙しかったから、サラダ油云々がリアル事件と勘違いしてたわ
今やっと理解した",0,2021-08-09 08:59:57
7,103034034,くらぎり,kuragiri6,http://pbs.twimg.com/profile_images/1416535234086989825/bHhcywEN.jpg,1424520798614691842,僕この学校が良かった,0,2021-08-09 08:59:59
84,106627158,みこ,konomico,http://pbs.twimg.com/profile_images/1112345969155203072/Xi5sucHB.jpg,1424520774216388608,"@minkoku98 はい、そうです！1年要らず、まさか1週間やったら発音が綺麗になりました。良かった良かった(*•̀ᴗ•́*)و ̑̑
ちな、70コマのレッスンで3600元でした。",1,2021-08-09 08:59:53
61,128203704,ピッ☝🏼ピッ☝🏼って手話やる人,mne1121jpn,http://pbs.twimg.com/profile_images/1362698804944723971/ouGlzmTB.jpg,1424520780465852417,"4000食が13万食に膨れ上がってて卒倒。SDGsとは…？？？？
こども食堂とかホームレスの方に配るという発想はなかったの？コロナ禍で食いつなぐのに必死な人もいるのに。ご飯を粗末にする人みんな罰当たれ😇 https://t.co/rJpqJJLWkI",2,2021-08-09 08:59:55
80,131769945,ますおとめすお,Mash327,http://pbs.twimg.com/profile_images/679013195541962752/TBHRLNue.jpg,1424520774933569539,@johnjohn46491 楽しすぎたー♥️♥️♥️,1,2021-08-09 08:59:53
76,137365618,hito🐯,hito320,http://pbs.twimg.com/profile_images/1286885755806089216/gz88iFtb.jpg,1424520776347262979,"スッキリでオリンピックの野球のハイライト放送してたけど、岩崎の投げてるところが全くなかった。まるで投げてなかったみたいやったわ😣

最低な番組やな😯",2,2021-08-09 08:59:54
81,151753209,さくら,s_gojo,http://pbs.twimg.com/profile_images/1377159762584866819/QlVxcgq1.jpg,1424520774866530305,急に雨降り出してびっくりした。洗濯物外に干そうかなとか思ってたから...干さなくてよかったよ,1,2021-08-09 08:59:53
9,159989786,larkstonguesin 戦慄,larkstonguesin,http://pbs.twimg.com/profile_images/1680465830/icon7558634906000588241DSCN3132.jpg,1424520797570273284,"8年前の今日。サバスの相場は10倍くらいになったんじゃね？ 
往年の名セラー片山さんから5000円未満で。あの頃はよかったなと遠い目。 https://t.co/lKnvohzyPF",6,2021-08-09 08:59:59
52,164333227,🐷都築 啓🐷🍑🤍,Tsuzuki_Salme,http://pbs.twimg.com/profile_images/1287005937283153921/tXIKnT3h.jpg,1424520782995099649,"@ai_yosh3 おはようございますですやん。🌧🐓

朝んぽ行けて良かったね。🐶",0,2021-08-09 08:59:55
69,259470209,Toshikichi,dst_toshinao,http://pbs.twimg.com/profile_images/1335846422/ilovecd08.jpg,1424520777617969154,◇与田監督「（小笠原は）よかったね。ボールも低めに集まっていたし、3回は抜け始めたけど修正できましたね。,2,2021-08-09 08:59:54
