,user_id,user_name,user_screen_name,user_profile_image_url,tweet_id,tweet_full_text,tweet_favorite_count,tweet_created_at
24,42367987,OldUncle,redo_1984,http://pbs.twimg.com/profile_images/1399551862609698816/ipFejXki.jpg,1428144609612402695,@toshi_matsu_chd そいえば、オリンピックなどの試合が世界中に行われる必要がない。,0,2021-08-19 08:59:43
66,79189639,すい,s_xxx_,http://pbs.twimg.com/profile_images/1233205678329618434/JjlObSHK.png,1428144423020371971,大沼団子、日持ちしないから大沼公園行かないと食べれなさそう…？？？？通販なさそ…しょぼ…,0,2021-08-19 08:58:58
61,81118928,はち😈,mitohachi,http://pbs.twimg.com/profile_images/1350283735917236226/HLvLJPtx.png,1428144440976101384,焼おにぎりおいしそ〜,0,2021-08-19 08:59:03
44,82023429,まき,makiIO,http://pbs.twimg.com/profile_images/1425469733256589318/Ka4zQfkp.jpg,1428144520785391621,おいしそԅ(¯﹃¯ԅ),0,2021-08-19 08:59:22
55,94703556,しなの,n_shinano,http://pbs.twimg.com/profile_images/1337036011990175745/ZvwwTyAg.jpg,1428144458197979140,"電動バイク専用インドアスポーツ施設がオープン　日本初 https://t.co/qwUozbnN3s 
おもしろそーじゃないですかっ",21,2021-08-19 08:59:07
27,105141842,ゆりぼん(ライブ不足でイライラ期),yuribomb,http://pbs.twimg.com/profile_images/1249327909371691008/hEHwoGM-.jpg,1428144585826476032,"@mutsurock 保育園に預ける
昨日まさに副反応ど真ん中の友達はそーしてた",0,2021-08-19 08:59:37
64,124048864,けんちゃんゴー,kenchan_go,http://pbs.twimg.com/profile_images/829418353/100416_1456_0001.jpg,1428144428317700101,"街頭インタビューでコ△ロ△ナ対策の不備を言わせたあとに、画面がスタジオに戻ってマスク無しで話してるの。
そういうとこだそ。",0,2021-08-19 08:59:00
17,152590421,まてかい,iaketam2011,http://pbs.twimg.com/profile_images/2181197789/icon7031372165235081643244.jpg,1428144633582788611,"@Dr_yandel ヤ「ワクチンを2回接種するとワクワクチンチンになります」
アナ「はぁ…」
ヤ「そこから14日たつとフルチンになります」
アナ「そ、それではここでCMです」",9,2021-08-19 08:59:48
78,155124357,さくはらゆい,sakuya_watawata,http://pbs.twimg.com/profile_images/985357311/SH3D0020.jpg,1428144374873874434,久々に夢でくっそムカついて叫びながら起きてしまった,0,2021-08-19 08:58:47
96,155548847,七海うらら@7/22投稿,773urara,http://pbs.twimg.com/profile_images/1413720777703051265/0bnWqTlD.jpg,1428144309484736516,とっても可愛いお歌とばちくそかっけえお歌があがって来る予定なのでこんなんギャップで風邪ひくど…コラボもめちゃくちゃ豪華なので解禁うずうずしてる😭🙌,0,2021-08-19 08:58:31
57,166933299,ゆり | HAPPY COACHING COMPANY,ocapiiii,http://pbs.twimg.com/profile_images/1260213713119744002/fADdFtz4.jpg,1428144452770570243,"@y0_m1988 よっしーさん〜〜ありがとうございます！！
そうだ！元銀行員さんだった！笑
そか！私免許証ないからパスポートかな…？！
頑張って行ってきます🏃‍♀️💪",1,2021-08-19 08:59:05
5,189553703,あやめ（くそむし）,kimeko317,http://pbs.twimg.com/profile_images/1351606595935899649/Coen_g1a.jpg,1428144665966964737,"@mugiwara1002 それはいいかもwwwwww
ほんとそーしてやりたい",1,2021-08-19 08:59:56
37,271550490,whezavy@Cross-Creative-Circle,whezavy,http://pbs.twimg.com/profile_images/1297337137323368448/07f1c9lY.jpg,1428144534223921160,横田さんのニューガンダムばちくそかっこよ…,0,2021-08-19 08:59:25
33,322074628,かしま,t__kashima,http://pbs.twimg.com/profile_images/1413513171596308480/wFWamciH.jpg,1428144553790345220,"そぬさん ( @___sonusonu ) に、夏の風景をリクエストして描いて頂きました！！ありがとうございます！

明るい素敵な絵で、田舎の実家で畦道を歩いてた頃を思い出したり懐しくなりました🏝

そぬ | sonuさんが制作したリクエスト作品
#フォーゼロスタジオ https://t.co/iSkPuBXaII",8,2021-08-19 08:59:29
85,323568404,あんかけ👽みんななかよく,ankake415,http://pbs.twimg.com/profile_images/1035535771938185217/kbLdfUME.jpg,1428144344108650499,【定期】とにかく、私をフォローする時はツイプロ見て！！ツイートとか見て、判断してね！！なんやこいつ、くっそキモとかTLで見ちゃったらおったまげてしぬる _(:3 ｣∠)_,0,2021-08-19 08:58:39
92,538050481,Yuka12/12★5/17💙7/27,pyamyu2,http://pbs.twimg.com/profile_images/1252723858295021568/5XKhWe7B.jpg,1428144321664978944,"@mushasane338 そーみたい！
一人目より二人目、二人目より三人目って、どんどん痛くなるんだって😭",0,2021-08-19 08:58:34
2,917075365,🦁風雅🐯,fu_ga7,http://pbs.twimg.com/profile_images/1375097927970877446/HYy2CiA4.jpg,1428144676175900676,@sn_sn29 そねちゃん！おはよう〜(   ◜ω◝ ),0,2021-08-19 08:59:59
41,1133381936,高城胤吉,takagitaneyosi,http://pbs.twimg.com/profile_images/1372531747544428550/PLs1Y_bW.jpg,1428144531153641475,くっそ腰痛ぇ…,0,2021-08-19 08:59:24
63,1221507607,五河士織【半bot】,ituka_shiori,http://pbs.twimg.com/profile_images/3607007846/ee4fd0e8ef3debf3d100467acbedb92e.jpeg,1428144429894758402,……そ、そうか #五河士織bot,0,2021-08-19 08:59:00
35,1222032044,もみいち色々妄想bot,momiiti0827bot,http://pbs.twimg.com/profile_images/3311500514/6e301e2a1fd1eaf8892dc7ceefa79857.jpeg,1428144545292636164,「あんたは貧乏神界に帰っちゃうけどさ」「はい？」「解消するつもりはないからね」「何のことです？」「パートナー」「・・・あなたには石蕗くんがいるでしょうに」「それとこれとは別なの！」「欲張りな人ですねえ」「はんっ！今更わかったの？」「知ってましたよ。それくらい」「あっそ。」,0,2021-08-19 08:59:27
23,1279503151,ヴィーナスbot,Venus_bot_pad,http://pbs.twimg.com/profile_images/3399328674/5ca32ffe6c8417b9fde826138f86c0cd.png,1428144612888117249,イース「私はヘラ・イース。ヘラお姉さまより高い回復を持つの」ウルズ「私はヘラ・ウルズ。姉さんより高い体力と攻撃力を持つわ！」ヘラ「そ、そんな！あなたたち二人が力を合わせたら私はどうなっちゃうの！？」,0,2021-08-19 08:59:44
3,1282442172,りゅうすいbot,o9ryu9o,http://pbs.twimg.com/profile_images/3403928950/9a3af41ef57c4a18077afa58e54b8121.jpeg,1428144673944576000,↑そ、そそそのツイートびっくらコいーたです！！,0,2021-08-19 08:59:58
18,1298604956,ちょろん迷言bot,choron_bot,http://pbs.twimg.com/profile_images/3614511830/b82108aeb85cc6bf088ecb066dd4cd9c.jpeg,1428144631922012163,うっそぴょーん,0,2021-08-19 08:59:48
