,user_id,user_name,user_screen_name,user_profile_image_url,tweet_id,tweet_full_text,tweet_favorite_count,tweet_created_at
42,52760775,翼が折れたきたきつね,northfox_wind,http://pbs.twimg.com/profile_images/1357152634587672577/xokTmKdk.jpg,1429231560985767940,"小池うしろ、うしろ〜！

パラ学校観戦、17万人超が対象 緊急宣言下、参加者減少も https://t.co/UFFnPmD2WE https://t.co/kDBoF5bNp8",14,2021-08-22 08:58:52
24,104497423,なみと,namito0316,http://pbs.twimg.com/profile_images/1410254572770127880/u2rftDoa.png,1429231648457904128,ろたくんが犯人に静かに激おこで「どけよ」って低い声で言う夢みた。こわかったけど・・・かっこよかった・・・！,5,2021-08-22 08:59:13
22,108212555,とばりಇ𝖭𝖾𝗋𝗈,tbrizm,http://pbs.twimg.com/profile_images/1414506060493197314/-afTnJ_6.jpg,1429231669412720640,ライオットFOFしないといけないのにファストFOF10回以上やってたから戒めのためにナイト木人一時間だなあ　ねろを,0,2021-08-22 08:59:18
32,116466339,ネコヌシ_きRIN＠闇のお母さん【熱中症にはご注意を】,k2_kirin,http://pbs.twimg.com/profile_images/1377751415603359747/jGIHsyH9.jpg,1429231615629094915,"@gato0724 🐰ろっぷいやあああァァァ！！！
かわいいー！！
子供の頃すごいアレルギー出たので見るだけでしたが、
姉の家でネザーランド（小さいタイプ）飼ってたので
話などから、「鳴かないけど足でズダンダン訴える」と聞きますw

あと、大賀一五さん（@taiga15）とこいくと
多分🐰生態のあるある見れそう。 https://t.co/VVHleDsThN",1,2021-08-22 08:59:05
21,129154908,眞子義人Ⅱ(30 ＋53ヶ月)(万事屋まなちゃん)♨️🦌🐦🌼🍊🍰🐶🐾👽🍣☪🌸,striker_yossy,http://pbs.twimg.com/profile_images/1322868527485734914/BLoSg0jK.jpg,1429231674454208514,@hoshina_miku おはころりん🔆,1,2021-08-22 08:59:19
76,134586379,あゆちゃき* waaaÜ*,ayuchaki,http://pbs.twimg.com/profile_images/968015366025654273/C6smM9qY.jpg,1429231437144682501,@kthefirstruirui お役にたてて良かったです💕ルイルイチームみんなでおそろできますね😊😊😊💕,0,2021-08-22 08:58:23
91,178135186,⭐️かすたーど💛,star5tsukadakun,http://pbs.twimg.com/profile_images/1273583673627930625/wfumQ4Id.png,1429231357553639426,今日は、初オジャガデザインさんの塚ちゃんとおそろネックレスを付けてお出掛けします🎶可愛い〜🤗♡ https://t.co/a0O7pthVEp,6,2021-08-22 08:58:04
50,185133091,がんだむ,RX78_2ni,http://pbs.twimg.com/profile_images/2370166361/f9tnc37r4stmya7qg959.png,1429231544145629190,杯と時計が一番伸びしろある,1,2021-08-22 08:58:48
85,199241896,こけしだ,koke_shida,http://pbs.twimg.com/profile_images/980333106837127170/qzeh74Ts.jpg,1429231381285019649,おがさわら君たぶん貨客船にしてはデカめの赤ちゃんだったと思うしスクスクでかくなるおがさわら君をみらいさんに眺めていてほしい(ろくろ,5,2021-08-22 08:58:09
55,264698210,･･･マダム,oseiyan,http://pbs.twimg.com/profile_images/1021390791149699072/s9_auu-A.jpg,1429231527892684802,"@kakitama5 嘘ってバレるね。身近な人間ほど実は丸見えって！！
部活サボって帰宅したお子を実は反対車線から見えたり(笑)カバンや財布からぽろっと見えたり。仕事場でも･･･うそうそ⁉️あんなこと言ってたくせにーとか。",0,2021-08-22 08:58:44
73,317839116,猫を探す【 🍲 】さん,motunabe_dol,http://pbs.twimg.com/profile_images/1322575198655148032/yEdnpSDd.jpg,1429231453313802242,"おふぇぇ・・・(まどいろ)
ムービー短かったね(見せてもらった)
200連まどいろ2体3すり抜けおじさん(旦那)",0,2021-08-22 08:58:26
17,501922671,しゅうやぴぃ,syuyaP,http://pbs.twimg.com/profile_images/1200684791839936512/YKwXGc9B.jpg,1429231730024611840,ごろごーろ,0,2021-08-22 08:59:32
39,756977341,たまお,tamakingoo,http://pbs.twimg.com/profile_images/1279271069468114944/3YVHmBRL.jpg,1429231579918848003,早くに着いた人みんな車の中で待ってて受付あいたら着いてた順番に並び始めたところうしろの若夫婦に堂々と抜かれたけど何も言えねぇ…,0,2021-08-22 08:58:57
54,897722449,如月蛍,hotaru_kisagari,http://pbs.twimg.com/profile_images/868322709532360704/-kJbvf5I.jpg,1429231536453218305,おはでろ https://t.co/jo5TPugXAT,0,2021-08-22 08:58:46
82,1252238264,聖剣伝説３bot,seiken3_wordbot,http://pbs.twimg.com/profile_images/3356223611/a1c504d87043f472ac3cc45e509dce9d.jpeg,1429231405448323072,「いちばんたかいおやまでちか…おじいちゃんがむかしおしえてくれた、ろーらんとの『てんのいただき』ってところが、せかいいちだったとおもうでち！いってみようよ！」（シャルロット/忘却の島）,0,2021-08-22 08:58:15
89,1254037938,ともやbot,tomoyaaaaa_ban,http://pbs.twimg.com/profile_images/3360064370/e4e44df9bd0eaa5a7e39b92e01901661.jpeg,1429231364545515521,へーろー弱い #ともやbot,0,2021-08-22 08:58:05
94,1290696835,ミッションV6 bot,missionv6_bot,http://pbs.twimg.com/profile_images/3426713046/3c7c8f51a7d5349f291bc532bfdfbceb.jpeg,1429231331343421445,健「ニャー」准「猫がいるぞーここ！でっかい猫いるぞ」健「ニャーニャー」博「仲間いるぞー」快「ねっこひーろしっ♪ねっこひーろしっ♪」健「ニャーニャー」,1,2021-08-22 08:57:57
