,user_id,user_name,user_screen_name,user_profile_image_url,tweet_id,tweet_full_text,tweet_favorite_count,tweet_created_at
67,46908943,柴村 犬吉,inukicchy,http://pbs.twimg.com/profile_images/1221322028076060672/pXxBFtoU.jpg,1428503910298230787,ぐむむ、やはり出先ではライン通知は来るけど中身が届いてない現象続いてる。早くnanoシム発送してくれゃ！,0,2021-08-20 08:47:27
13,78294255,ねころべ,NekoRobe,http://pbs.twimg.com/profile_images/1361529468045565952/_EDl8u3g.png,1428506550830714884,おひゃ,6,2021-08-20 08:57:56
36,97877512,は〜いヤベッチわ,SOCIO13385,http://pbs.twimg.com/profile_images/642305064879587330/SNE6n-NK.jpg,1428505280690540553,"朝めっしゃ〜♪‹‹\(￣▽￣ )/››‹‹\( 　 ￣)/››‹‹\( ￣▽￣)/››
※とみ田監修の冷し二郎モドキ https://t.co/tCZAgVB4Ak",0,2021-08-20 08:52:53
93,101761410,ただのものかき＠てりーまん@あてなまん,tadanofudanshi,http://pbs.twimg.com/profile_images/1725618086/SAVE0002.JPG,1428502899005427713,@Kof75683597 PSNID分かってるんやったら、それで検索してフレンド登録すればいいんぢゃ？(・∀・)？,0,2021-08-20 08:43:26
7,118511592,mahiro 【DOJ🛡No.0071】六条🦅,kochimoka,http://pbs.twimg.com/profile_images/1416673454917513216/nP6iQoNC.jpg,1428506871808155652,"@NnMEGVLTggCoeKe ひゃ〜〜〜〜〜〜〜〜😵
って、でもさ〜　歳違いすぎよw犯罪犯罪🤣",1,2021-08-20 08:59:13
74,128882088,眠れる兎6号 ζ(／•̀ᴗ•́)\💕(⋈•̀ᴗ•́⋈),nemureruusagi06,http://pbs.twimg.com/profile_images/1428485005391523850/7n4Ny9h4.jpg,1428503508274188290,"@Atsh00 蘭子てゃ😻
おみかんもおいしそう🍊",1,2021-08-20 08:45:51
45,131712870,なな【原稿中】52160,eleven__rain,http://pbs.twimg.com/profile_images/1335559592944697346/qJREzZic.jpg,1428504885402603531,@tos 【見たよBOX🎁返信】ひゃ～！見ていただいた上に反応まで貰えることがまずありがてえ～～～！！！！こちらこそありがとうございました！！✨(*´艸`*) https://t.co/syZd1ZeTsI,0,2021-08-20 08:51:19
72,141171411,Fate a.k.a 滋賀の八雲 紫,Fate6313,http://pbs.twimg.com/profile_images/1322804319037501441/DRm9KJzh.jpg,1428503620866043907,滋賀で緊急事態宣言要請しろとか某フェス中止しろとかのツイート見てると正直色々と思うとこがあるんゃねー,0,2021-08-20 08:46:18
90,148061695,歴史探偵®︎さかもとさん,jjjsakamoto,http://pbs.twimg.com/profile_images/1076681361941880832/ZrZtMa-J.jpg,1428502967657791489,@aapp777satukimi 黄緑皐月さん。おは🐜ぢゃ〜！,0,2021-08-20 08:43:42
2,203585743,くえんさん(🤗)@久遠あきと は8/20久しぶりにライブです！🤟😉,9_en_3,http://pbs.twimg.com/profile_images/1341957047592439809/c47Y7zJn.jpg,1428506983821287424,"おはよう！おはやう！おはみちゃん！
今日はライブ！！！早起きして気合十分だ！っしゃ〜！って思ったら朝から重いもの運ぶカートの紐が経年劣化で千切れて運べなくなったので仕方なし機材変えて背中にベース、正面でその他荷物を運ぶスタイルに切り替えた…
今日は楽しもうね〜！👏🏻😫✨ https://t.co/ruGmP79AM0",17,2021-08-20 08:59:39
